,0,1,2,3,4,5
0,13.521435998790366,14.179614296490819,5.331495412542326,3.354695417724351,3.5840131037172593,5.207814021398532
1,14.237334297069806,14.063475098631631,5.406565736531072,3.3633542251024413,3.420349956796867,4.897240468106044
2,13.680246910510451,14.586080383327916,5.381084407037676,3.390816290585034,3.5639100174945946,5.164052123749336
3,15.091875401742815,14.119298047239976,5.490173816078076,3.192704207583915,3.6387094852716295,4.897327321264323
4,13.81650147996888,14.176241294690781,5.3434705772287785,3.257534365975345,3.2119391060086278,5.169507215052097
5,13.815409771435275,14.231124827755142,5.326061161695345,3.301651439044249,3.588074683794231,5.125484779798088
6,13.731713381115757,14.051047607262259,5.361553674510378,3.328311610282308,3.516916756819723,5.101015837950022
7,14.15616521811097,13.953558744115687,5.327251659904251,3.322943785441738,3.5306115431530896,5.039192037257706
8,13.777932041512077,14.103855220735872,5.364439016979937,3.3440943093592925,3.620570991159709,5.125116743731633
9,13.551639763507294,14.207532975601891,5.318716141646689,3.295537699144063,3.559696332782466,5.228875175990484
10,14.415847789951163,13.952362072823755,5.369912573132326,3.3348009956301015,3.551631251324771,4.943408185117567
11,14.379268826093021,14.502245684167333,5.393734842464266,3.340053362015302,3.522279050877495,4.93600925685524
12,14.23914869133134,14.338712130711725,5.354417981908077,3.3881798191128403,3.2614469712502574,4.933018618451154
13,13.568916354714545,14.480332222830322,5.336148400528705,3.289101194666034,3.596624561945298,5.208155951945447
14,13.715434282588204,14.17499347899597,5.322748647336108,3.3286910737809676,3.5718975733870604,5.176932299864023
15,13.528250388572854,14.534141760842363,5.390746355347853,3.300930211911899,3.6430674172981155,5.2234073490433115
16,13.513756506955083,14.15420462591863,5.331952139682673,3.3539217706489937,3.5514704381590607,5.193441405635061
17,13.879730793507342,14.136937898432754,5.349776930429388,3.3644488941074213,3.461770412694195,5.025258531496114
18,13.837712772021565,14.232244019316793,5.4632180609343415,3.281538244350126,3.6201438802965447,5.091230966532856
19,14.73299853813852,13.963825810916177,5.38094892322622,3.1407822380135486,3.590903974059037,5.050049691708789
20,13.764485395460039,14.339372736875276,5.3273373764871605,3.353922115727849,3.3659831898500654,5.147015469241346
21,14.018095001178763,13.9847410586018,5.482948418523017,3.24733650289611,3.593701900518316,5.079523087532193
22,14.602180387331943,13.99713254838155,5.3855247370505275,3.3230015516421574,3.3941565302666183,4.90048803556086
23,14.973403432035779,14.308733148503675,5.406164458854562,3.2547046321657804,3.6524714516978376,4.963909255665751
24,13.511054645622226,14.452135242154256,5.3502267041408675,3.3082871526158906,3.6072478561001917,5.229875962902934
25,14.889262344171179,13.989303624148022,5.417711561815834,3.283882660797772,3.601277470890158,4.9402504086943555
26,13.501735438032167,14.147831566466404,5.321414440693301,3.3433541645111116,3.535786374632103,5.219989545315864
27,14.529247724516692,14.410751803928944,5.438366093025042,3.18560334743378,3.66692715407303,5.059200448592791
28,14.061684004547725,14.037918458976623,5.490857912079622,3.305879364901272,3.593118690881921,5.017245988659444
29,13.800296417364724,14.302927626579446,5.332842280273161,3.3440138665483654,3.6130267845933943,5.1640542014016875
30,14.202280086826493,13.962189010465005,5.410500398450855,3.316715107169314,3.592613399676795,4.985898282507645
31,13.751287463838155,14.067701290223285,5.321379851516066,3.3063328576738433,3.476093064437171,5.167302096906875
32,13.440098796588824,14.397533770172506,5.322475785634765,3.339376746184428,3.4747323074299223,5.2649175891346225
33,13.52641388636197,14.123644154350842,5.36358504184672,3.354602374605498,3.590614366309876,5.159524175695693
34,14.89916104995677,13.951755731836787,5.406052606531706,3.264782807416922,3.506264456055542,4.912799678512218
35,13.82114877657699,14.493621747274545,5.376138002149811,3.236126337745548,3.649633714813171,5.175213002448536
36,13.490654599629451,14.20457242094081,5.328905368340747,3.363433110128821,3.537151191255098,5.211973364765077
37,14.726583730260295,13.94571548508463,5.367144447422518,3.2901503403754195,3.5572608252450966,4.932806639591287
38,13.608795175031808,14.026070584222206,5.3292026369587715,3.3491732588304837,3.507087903275403,5.122998194434368
39,13.858176763972482,14.287667752043713,5.365261720751156,3.3801003005392642,3.517285134209906,5.064481629458762
40,15.30932109384213,14.411765938482809,5.420083303944403,3.2646529684164594,3.5738198014431566,4.8706517084992775
41,13.488612313541214,14.338772920802347,5.367067019021732,3.353484427566862,3.557275950587637,5.209020590663838
42,14.06274014113376,14.048699094587997,5.342332083549116,3.3294815804232676,3.57316607235258,5.052713676689497
